product_name,price,old_price,difference,percentage_difference,price_per_unit,promo_description,category,purchasable,page
Nectar Multifruits CARESSE ANTILLAISE,2.93,3.45,0.52,15.07,2.93 € / L,1 acheté = 15% de remise,,True,31
Olives vertes manzanilla à la méditerranéenne L'ATELIER BLINI,3.85,,,,25.67 € / KG,Le 2ème à -60%,,True,31
Olives vertes à la grecque L'ATELIER BLINI,3.85,,,,25.67 € / KG,Le 2ème à -60%,,True,31
Olives à l'andalouse L'ATELIER BLINI,3.85,,,,25.67 € / KG,Le 2ème à -60%,,True,31
Olives vertes à la méditerranéenne L'ATELIER BLINI,6.99,,,,23.30 € / KG,Le 2ème à -60%,,True,31
Olives à l'andalouse L'ATELIER BLINI,6.99,,,,23.30 € / KG,Le 2ème à -60%,,True,31
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,31
Olives vertes ail & origan bio L'ATELIER BLINI,3.85,,,,25.67 € / KG,Le 2ème à -60%,,True,31
Olives vertes au basilic bio L'ATELIER BLINI,3.85,,,,25.67 € / KG,Le 2ème à -60%,,True,31
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,31
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,31
Graines de Chia JARDIN BIO,3.19,3.55,0.36,10.14,12.76 € / KG,1 acheté = 10% de remise,,True,32
Graines de Courge JARDIN BIO,4.13,4.59,0.46,10.02,16.52 € / KG,1 acheté = 10% de remise,,True,32
Mélange Japonais PETIT PRIX,5.99,,,,14.98 € / KG,Le 2ème à -20% d'économies,,True,32
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,32
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,32
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,32
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,33
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,33
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,33
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,34
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,34
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,35
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,35
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,35
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,36
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,36
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,36
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,36
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,37
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,37
Champignons bruns Agroécologie FILIERE QUALITE CARREFOUR,1.89,,,,9.45 € / KG,2 achetés = 3€,,True,37
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,38
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,38
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,38
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,39
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,39
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,39
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,40
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,40
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,40
Avocat Hass Bio,1.69,,,,1.69 € / U,2 achetés = 3€,,True,41
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,41
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,41
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,41
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,42
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,42
Capsules Lave-vaisselle Anti-Terne Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,42
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,42
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,43
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,43
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,43
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,44
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,44
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,44
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,45
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,45
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,45
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,46
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,46
Olives vertes et violettes à la Berbère CROC'FRAIS,3.25,,,,13.00 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes farcies aux poivrons doux CROC'FRAIS,3.85,,,,19.25 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes farcies pâte d'anchois doux CROC'FRAIS,3.65,,,,18.25 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes entières cassées à l'ail doux CROC'FRAIS,3.25,,,,13.00 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes et noires entières à la Provençale CROC'FRAIS,3.25,,,,13.00 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes dénoyautée à l'Orientale CROC'FRAIS,3.19,,,,15.95 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives dénoyautées à l ail CROC FRAIS,3.09,,,,15.45 € / KG,Prenez en 3 = Payez en 2,,True,46
"Olives vertes et noires dénoyautées aux herbes, doux CROC'FRAIS",3.19,,,,15.95 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes de Grèce farcies aux amandes CROC'FRAIS,3.85,,,,19.25 € / KG,Prenez en 3 = Payez en 2,,True,46
Tapenade verte CROC'FRAIS,3.2,,,,21.33 € / KG,Prenez en 3 = Payez en 2,,True,46
Tapenade noire ail CROC'FRAIS,3.2,,,,21.33 € / KG,Prenez en 3 = Payez en 2,,True,46
Capsules Lave-vaisselle Anti-Terne Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,46
Caviar d'aubergines persil CROC'FRAIS,3.2,,,,21.33 € / KG,Prenez en 3 = Payez en 2,,True,46
Tapenade noire Bio CROC'FRAIS,4.15,,,,27.67 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes dénoyautées à l'ail Bio CROC'FRAIS,3.3,,,,27.50 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes dénoyautées à l'ail des ours CROC'FRAIS,2.69,,,,17.93 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes poivrons ail herbes CROC'FRAIS,3.19,,,,15.95 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes dénoyautées méditerranéenne CROC'FRAIS,4.5,,,,9.00 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives vertes dénoyautées Orientale CROC'FRAIS,4.5,,,,9.00 € / KG,Prenez en 3 = Payez en 2,,True,46
Olives de Grèce dénoyautées aux herbes CROC'FRAIS,4.5,,,,9.00 € / KG,Prenez en 3 = Payez en 2,,True,47
Olives de Grèce dénoyautées à l'Italienne CROC'FRAIS,3.19,,,,15.95 € / KG,Prenez en 3 = Payez en 2,,True,47
Olives vertes à l'ail romarin et thym CROC FRAIS,4.5,,,,9.00 € / KG,Prenez en 3 = Payez en 2,,True,47
Olives entières piquantes CROC'FRAIS,6.75,,,,6.75 € / KG,Prenez en 3 = Payez en 2,,True,47
Olives dénoyautées aux herbes CROC'FRAIS,7.75,,,,7.75 € / KG,Prenez en 3 = Payez en 2,,True,47
Olive à la provençale CROC'FRAIS,6.7,,,,6.70 € / KG,Prenez en 3 = Payez en 2,,True,47
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,47
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,47
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,47
Arachides grillées CARREFOUR LE MARCHE,3.49,,,,6.98 € / KG,Le 2ème à -20% d'économies,,True,47
Abricots moelleux CARREFOUR,3.79,,,,15.16 € / KG,Le 2ème à -20% d'économies,,True,47
Amandes décortiquées CARREFOUR LE MARCHE,2.9,,,,14.50 € / KG,Le 2ème à -20% d'économies,,True,47
Raisins secs Golden CARREFOUR LE MARCHE,2.09,,,,8.36 € / KG,Le 2ème à -20% d'économies,,True,47
Maïs à éclater CARREFOUR LE MARCHE,1.45,,,,5.80 € / KG,Le 2ème à -20% d'économies,,True,48
Amandes emondées CARREFOUR LE MARCHE,3.09,,,,15.45 € / KG,Le 2ème à -20% d'économies,,True,48
Noix de Cajou grillées salées CARREFOUR CLASSIC',3.29,,,,13.16 € / KG,Le 2ème à -40%,,True,48
Pruneaux d'Agen dénoyautés 44/55 CARREFOUR,8.45,,,,8.45 € / KG,Le 2ème à -20% d'économies,,True,48
Noix de cajou grillées sans sel ajouté CARREFOUR LE MARCHE,4.45,,,,29.67 € / KG,Le 2ème à -20% d'économies,,True,48
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,48
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,48
Pistaches grillées sans sel ajouté CARREFOUR LE MARCHE,4.75,,,,19.00 € / KG,Le 2ème à -20% d'économies,,True,48
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,48
Amandes décortiquées CARREFOUR LE MARCHE,3.0,,,,15.00 € / KG,Le 2ème à -20% d'économies,,True,49
Banane chips CARREFOUR LE MARCHE,1.5,,,,13.64 € / KG,Le 2ème à -20% d'économies,,True,49
Mélange fruits secs à coque CARREFOUR LE MARCHE,4.0,,,,20.00 € / KG,Le 2ème à -20% d'économies,,True,49
Mélange fruits séchés et fruits secs CARREFOUR LE MARCHE,4.0,,,,18.18 € / KG,Le 2ème à -20% d'économies,,True,49
Noisettes décortiquées CARREFOUR LE MARCHE,4.0,,,,20.00 € / KG,Le 2ème à -20% d'économies,,True,49
Noix de cajou grillées sans sel ajouté CARREFOUR LE MARCHE,4.5,,,,25.00 € / KG,Le 2ème à -20% d'économies,,True,49
Noix de pécan décortiquées CARREFOUR LE MARCHE,4.5,,,,28.12 € / KG,Le 2ème à -20% d'économies,,True,49
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,49
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,49
Noix de cajou grillées CARREFOUR LE MARCHE,4.5,,,,25.00 € / KG,Le 2ème à -20% d'économies,,True,49
Mélange japonais CARREFOUR LE MARCHE,3.0,,,,20.00 € / KG,Le 2ème à -20% d'économies,,True,49
Mélange exotique CARREFOUR LE MARCHE,3.0,,,,17.65 € / KG,Le 2ème à -20% d'économies,,True,49
Ananas et papayes en morceau CARREFOUR LE MARCHE,3.5,,,,17.50 € / KG,Le 2ème à -20% d'économies,,True,49
Gingembre confit CARREFOUR LE MARCHE,3.5,,,,17.50 € / KG,Le 2ème à -20% d'économies,,True,49
Noix de cajou herbes de Provence CARREFOUR LE MARCHE,4.5,,,,25.00 € / KG,Le 2ème à -20% d'économies,,True,49
Capsules Lave-vaisselle Propreté Intense Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,49
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,50
Pruneaux d'Agen avec noyaux IGP CARREFOUR LE MARCHE,3.79,,,,7.58 € / KG,Le 2ème à -20% d'économies,,True,50
Mélange cranberries CARREFOUR LE MARCHE,4.39,,,,12.54 € / KG,Le 2ème à -20% d'économies,,True,50
Mélange cocktail CARREFOUR LE MARCHE,3.99,,,,19.95 € / KG,Le 2ème à -20% d'économies,,True,50
Mélange tropical CARREFOUR LE MARCHE,4.39,,,,8.78 € / KG,Le 2ème à -20% d'économies,,True,50
Capsules Lave-vaisselle Anti-Terne Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,50
Abricots moelleux SIMPL,2.89,,,,14.45 € / KG,Le 2ème à -20% d'économies,,True,51
Amandes décortiquées SIMPL,4.99,,,,12.48 € / KG,Le 2ème à -20% d'économies,,True,51
Abricots secs SIMPL,6.99,,,,13.98 € / KG,Le 2ème à -20% d'économies,,True,51
Brosse à dents Électrique IO Series 3S ORAL B,93.9,,,,,70% d'économies,,True,51
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,51
Capsules Lave-vaisselle Anti-Terne Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,51
Amandes décortiquées grillées sans sel SIMPL,5.29,,,,13.22 € / KG,Le 2ème à -20% d'économies,,True,51
Poudre d'amande SIMPL,4.99,,,,12.48 € / KG,Le 2ème à -20% d'économies,,True,51
Arachides en coques grillées SIMPL,4.99,,,,4.99 € / KG,Le 2ème à -20% d'économies,,True,51
Cerneaux de noix SIMPL,4.99,,,,12.48 € / KG,Le 2ème à -20% d'économies,,True,51
Noisettes en poudre SIMPL,5.99,,,,14.98 € / KG,Le 2ème à -20% d'économies,,True,51
Noisettes décortiquées SIMPL,6.39,,,,15.98 € / KG,Le 2ème à -20% d'économies,,True,51
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,51
Noix de cajou grillée sans sel SIMPL,5.99,,,,14.98 € / KG,Le 2ème à -20% d'économies,,True,51
Noix de coco rapée SIMPL,2.49,,,,4.98 € / KG,Le 2ème à -20% d'économies,,True,51
Noix de pécan SIMPL,4.89,,,,24.45 € / KG,Le 2ème à -20% d'économies,,True,51
Pistaches décortiquées salées SIMPL,2.89,,,,41.29 € / KG,Le 2ème à -20% d'économies,,True,51
Pistaches décortiquées sans sel SIMPL,2.89,,,,41.29 € / KG,Le 2ème à -20% d'économies,,True,51
Pistaches grillées salées SIMPL,7.0,,,,14.00 € / KG,Le 2ème à -20% d'économies,,True,51
Pistache grillées sans sel SIMPL,7.0,,,,14.00 € / KG,Le 2ème à -20% d'économies,,True,51
Jus D'Oranges 100% Pur Jus Pressé ANDROS,2.69,,,,2.34 € / L,Vu en catalogue,,True,51
Jus De Clémentines 100% Pur Jus Pressé ANDROS,2.69,,,,2.34 € / L,Vu en catalogue,,True,51
Jus Multivitaminés Ace,2.47,2.75,0.28,10.18,2.47 € / L,1 acheté = 10% de remise,,True,51
Jus Multivitaminés ANDROS,3.19,3.99,0.8,20.05,2.13 € / L,PROMO : 20%,,True,52
Compote Pomme Fraise Cassis Cerise ANDROS,3.98,,,,2.49 € / KG,Vu en catalogue,,True,52
Compote Pomme Banane Abricot Vanille Sans Sucres Ajoutés ANDROS,3.98,,,,2.49 € / KG,Vu en catalogue,,True,52
Jus de pamplemousses roses pressés ANDROS,2.69,,,,2.34 € / L,Vu en catalogue,,True,52
Boisson Mojito Sans Alcool ANDROS,2.25,2.65,0.4,15.09,2.25 € / L,1 acheté = 15% de remise,,True,52
Boisson Lactée Orange Banane Fraise Sans Sucres Ajoutés DANAO,2.37,2.79,0.42,15.05,2.63 € / L,1 acheté = 15% de remise,,True,52
Soupe bio butternut patate douce MARCEL BIO,2.96,4.49,1.53,34.08,6.17 € / L,PROMO : 34%,,True,52
Soupe carotte curry coco Bio MARCEL BIO,2.96,4.49,1.53,34.08,6.17 € / L,PROMO : 34%,,True,52
Soupe aux 7 légumes MARCEL BIO,2.96,4.49,1.53,34.08,6.17 € / L,PROMO : 34%,,True,52
Feuille de chêne LES CRUDETTES,1.6,,,,12.80 € / KG,Le 2ème à -60%,,True,52
Salade mélangée format XXL LES CRUDETTES,2.99,,,,6.64 € / KG,Le 2ème à -60%,,True,52
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,52
Popcorn caramel MOVIES POP,5.7,,,,8.14 € / KG,Vu en catalogue,,True,52
Noix de pécan sans sel PETIT PRIX,4.99,,,,24.95 € / KG,Le 2ème à -20% d'économies,,True,52
Boisson Kombucha Gingembre Bio KYO,2.87,3.19,0.32,10.03,5.74 € / L,1 acheté = 10% de remise,,True,52
Boisson Kombucha Pèche Et Baies De Sureau Bio KYO,2.76,3.25,0.49,15.08,5.52 € / L,1 acheté = 15% de remise,,True,52
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,52
Boisson Kombucha Framboise Citron Vert Bio KYO,2.55,3.19,0.64,20.06,5.10 € / L,PROMO : 20%,,True,52
Graines de chia Bio SUPERME,3.39,4.85,1.46,30.1,13.56 € / KG,PROMO : 30%,,True,52
Jus d'Orange Pur Jus avec Pulpe MONTEBELO BRASIL,2.59,,,,2.59 € / L,34% d'économies,,True,52
Jus d'Orange Pur Jus sans Pulpe MONTEBELO BRASIL,2.59,,,,2.59 € / L,34% d'économies,,True,52
Jus d'orange maracuja MONTEBELO BRASIL,3.49,,,,3.49 € / L,34% d'économies,,True,52
Jus de Mangue et Ananas 100% Pur Jus MONTEBELO BRASIL,3.49,,,,3.49 € / L,34% d'économies,,True,52
Boisson Citronnade Duo de Citrons MONTEBELO BRASIL,2.19,,,,2.19 € / L,34% d'économies,,True,52
Smoothie Défense Exotique INNOCENT,2.84,3.79,0.95,25.07,3.79 € / L,1 acheté = 25% de remise,,True,52
Jus d'Ananas Fraise Pomme INNOCENT,2.51,2.95,0.44,14.92,2.79 € / L,1 acheté = 15% de remise,,True,52
Smoothie Super Antioxydant INNOCENT,3.59,3.99,0.4,10.03,4.79 € / L,1 acheté = 10% de remise,,True,52
Amandes décortiquées CARREFOUR LE MARCHE,3.0,,,,15.00 € / KG,Le 2ème à -20% d'économies,,True,52
Noisettes décortiquées CARREFOUR LE MARCHE,4.0,,,,20.00 € / KG,Le 2ème à -20% d'économies,,True,52
Mélange de noix CARREFOUR LE MARCHE,4.0,,,,20.00 € / KG,Le 2ème à -20% d'économies,,True,53
Noix de pécan CARREFOUR LE MARCHE,4.5,,,,28.12 € / KG,Le 2ème à -20% d'économies,,True,53
Ravioli wasabi CARREFOUR LE MARCHE,2.0,,,,12.50 € / KG,Le 2ème à -20% d'économies,,True,53
Mendiants CARREFOUR LE MARCHE,4.0,,,,18.18 € / KG,Le 2ème à -20% d'économies,,True,53
Chips de banane CARREFOUR LE MARCHE,1.5,,,,13.64 € / KG,Le 2ème à -20% d'économies,,True,53
Mélange colombo CARREFOUR LE MARCHE,2.0,,,,26.67 € / KG,Le 2ème à -20% d'économies,,True,53
Mélange pour paëlla CARREFOUR LE MARCHE,2.0,,,,26.67 € / KG,Le 2ème à -20% d'économies,,True,53
Mélange pour poulet CARREFOUR LE MARCHE,2.0,,,,26.67 € / KG,Le 2ème à -20% d'économies,,True,53
Lessive capsules Couleurs Eclatantes ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,53
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,53
Lessive capsules Original ARIEL,13.51,15.89,2.38,14.98,,1 acheté = 15% de remise,,True,53
Mélange pour spaghetti CARREFOUR LE MARCHE,2.0,,,,23.53 € / KG,Le 2ème à -20% d'économies,,True,53
Mélange pour tajine CARREFOUR LE MARCHE,2.0,,,,26.67 € / KG,Le 2ème à -20% d'économies,,True,53
Mélange tandoori CARREFOUR LE MARCHE,2.0,,,,26.67 € / KG,Le 2ème à -20% d'économies,,True,53
Gingembre moulu CARREFOUR LE MARCHE,2.0,,,,28.57 € / KG,Le 2ème à -20% d'économies,,True,53
Herbes Provence CARREFOUR LE MARCHE,2.0,,,,40.00 € / KG,Le 2ème à -20% d'économies,,True,53
Poivre concassé CARREFOUR LE MARCHE,3.5,,,,43.75 € / KG,Le 2ème à -20% d'économies,,True,53
Oignons frits Original FRESH GOURMET,2.5,,,,31.25 € / KG,Le 2ème à -60%,,True,53
Fruits secs amandes grillées sans résidus de pesticides TRAMIER,2.99,3.99,1.0,25.06,17.09 € / KG,1 acheté = 25% de remise,,True,53
Noix de cajou grillées TRAMIER,2.99,3.99,1.0,25.06,18.69 € / KG,1 acheté = 25% de remise,,True,53
Filet d'Eglefin,2.74,,,,10.99 € / KG,Vu en catalogue,,True,53
Bar d'élevage vidé et écaillé,3.19,,,,7.99 € / KG,Vu en catalogue,,True,53
Ail de raie,3.84,,,,10.99 € / KG,Vu en catalogue,,True,53
"Confit de canard de canard, 2 cuisses LABEYRIE",7.9,,,,19.75 € / KG,34% d'économies,,True,54
Saumon fumé Atlantique fumé Norvège DELPIERRE,6.39,,,,53.25 € / KG,Le 2ème à -60%,,True,54
Saumon fumé Atlantique fumé Ecosse DELPIERRE,6.39,,,,53.25 € / KG,Le 2ème à -60%,,True,54
Saumon fumé fumé sauvage d'Alaska DELPIERRE,7.59,,,,69.00 € / KG,Le 2ème à -60%,,True,54
Filet de harengs fumé au naturel DELPIERRE,2.38,2.65,0.27,10.19,11.90 € / KG,1 acheté = 10% de remise,,True,54
Filet de harengs fumé au bois de hêtre DELPIERRE,2.38,2.65,0.27,10.19,11.90 € / KG,1 acheté = 10% de remise,,True,54
Viande bovine : Hampes avec sauce béarnaise SOCOPA,5.3,,,,17.67 € / KG,Le 2ème à -50%,,True,54
Viande Bovine: Bavettes fondue échalotes à griller SOCOPA L'ABSOLU,5.3,,,,17.67 € / KG,Le 2ème à -50%,,True,54
Capsules Lave-vaisselle Citron Tout en 1+ FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,54
Eau gazeuse minérale naturelle finement pétillante Verte BADOIT,4.14,,,,,Le 2ème à -50%,,True,54
Capsules Lave-vaisselle Tout en 1 Original FAIRY,9.47,14.35,4.88,34.01,,PROMO : 34%,,True,54
Viande bovine pavés de rumsteak 3 poivres SOCOPA L'ABSOLU,5.3,,,,22.08 € / KG,Le 2ème à -50%,,True,54
Viande bovine : rumsteak à l'échalote SOCOPA,5.3,,,,22.08 € / KG,Le 2ème à -50%,,True,54
Viande bovine : pavé de rumsteak à griller SOCOPA L'ABSOLU,5.3,,,,22.08 € / KG,Le 2ème à -50%,,True,54
Steak haché ultra savoureux 15% MG SOCOPA,8.19,,,,10.24 € / KG,Vu en catalogue,,True,54
Viande hachée ultra savoureux 15% MG SOCOPA,8.19,,,,10.24 € / KG,Vu en catalogue,,True,54
Viande hachée à la bolognaise ultra savoureux 15% MG SOCOPA,8.19,,,,10.24 € / KG,Vu en catalogue,,True,54
Capsules Lave-vaisselle Anti-Terne Citron Platinum Plus FAIRY,8.81,13.35,4.54,34.01,,PROMO : 34%,,True,54
Boulette de bœuf nature SOCOPA,8.19,,,,10.24 € / KG,Vu en catalogue,,True,54
